1014,880,1024,866,1069,927
395,344,400,337,416,362
1347,1162,-1354,-1155,-1,0
101,88,-102,-87,-0,0
-869,-748,-872,-744,1632,1404
-71,-61,-71,-61,130,113
-932,1079,923,-1086,-1068,1239
-532,617,528,-620,-609,708
0,0,-0,-0,-0,-0
0,0,-0,-0,-0,-0
-0,-0,0,0,-0,-0
-0,-0,0,0,-0,-0
-0,-0,-0,-0,0,0
-0,-0,-0,-0,0,0
-13,-11,-13,-11,-13,-12
-85,-73,85,73,0,0
51,44,52,44,-97,-84
7,-8,-7,8,8,-9
